ORDERNUMBER,PRICEEACH,SALES,STATUS,MONTH_ID,PRODUCTCODE,CUSTOMERID,ADDRESSID
10380,93.16,2515.32,1,5900,S18_1342,82848,85671
10391,100,5548.9,1,5911,S18_1342,82867,85686
10422,95.55,4873.05,3,5901,S18_1342,82843,85666
10102,50.14,2055.74,1,5907,S18_1367,82836,OTHERS
10111,49.06,2354.88,1,5911,S18_1367,82833,OTHERS
10126,54.99,2309.58,1,5901,S18_1367,82850,85673
10139,43.13,2113.37,1,5902,S18_1367,82845,85668
10149,58.22,1746.6,1,5910,S18_1367,82907,OTHERS
10162,51.21,2304.45,1,5904,S18_1367,82829,85654
10173,44.21,2122.08,1,5905,S18_1367,82911,85719
10182,54.45,1742.4,1,5905,S18_1367,82864,OTHERS
10193,53.37,2455.02,1,5905,S18_1367,82912,85720
10205,63.61,3053.28,1,5906,S18_1367,82848,85671
10215,43.13,1423.29,1,5907,S18_1367,82857,OTHERS
10227,48.52,1504.12,1,5911,S18_1367,82855,85677
10244,58.22,1164.4,1,5908,S18_1367,82848,85671
10256,51.75,1500.75,1,5909,S18_1367,82873,85690
10280,57.68,1557.36,1,5903,S18_1367,82861,85681
10289,56.07,1345.68,1,5910,S18_1367,82832,85657
10304,48.52,1795.24,1,5904,S18_1367,82863,85683
10312,44.21,1105.25,1,5904,S18_1367,82864,OTHERS
10322,57.68,2364.88,1,5905,S18_1367,82865,85684
10332,89.89,2427.03,1,5905,S18_1367,82902,85712
10347,58.95,1237.95,1,5905,S18_1367,82835,85659
10356,72.41,1593.02,1,5906,S18_1367,82827,85652
10369,98.63,3156.16,1,5907,S18_1367,82866,85685
10381,52.83,1320.75,1,5900,S18_1367,82829,85654
10391,100,4998,1,5911,S18_1367,82867,85686
10422,51.75,1293.75,3,5901,S18_1367,82843,85666
10110,100,5433.08,1,5911,S18_1589,82902,85712
10123,100,3073.72,1,5901,S18_1589,82871,OTHERS
10137,99.55,4380.2,1,5902,S18_1589,82826,85651
10148,100,5848.68,1,5910,S18_1589,82867,85686
10161,100,6153.73,1,5904,S18_1589,82903,85713
10172,100,4965.24,1,5905,S18_1589,82838,85661
10181,100,5435.64,1,5905,S18_1589,82832,85657
10192,100,4258.36,1,5905,S18_1589,82865,85684
10204,100,4032,1,5906,S18_1589,82899,OTHERS
10212,100,4492.36,1,5907,S18_1589,82848,85671
10226,100,4161.38,1,5900,S18_1589,82880,85695
10241,100,2508.66,1,5908,S18_1589,82908,85716
10253,100,3374.88,4,5909,S18_1589,82847,85670
10266,100,5196.6,1,5902,S18_1589,82895,85708
10278,100,2604.52,1,5903,S18_1589,82909,85717
10288,100,2936.8,1,5910,S18_1589,82890,85703
10301,100,3424.64,1,5904,S18_1589,82910,85718
10311,100,2923.2,1,5904,S18_1589,82848,85671
10321,100,4489.76,1,5905,S18_1589,82846,85669
10331,100,4849.24,1,5905,S18_1589,82870,OTHERS
10343,100,5848.92,1,5905,S18_1589,82826,85651
10367,56.3,2758.7,6,5907,S18_1589,82828,85653
10378,42.64,1449.76,1,5900,S18_1589,82848,85671
10407,100,7048.14,5,5908,S18_1589,82886,OTHERS
10419,100,5202.94,1,5901,S18_1589,82844,85667
10106,100,5279.4,1,5900,S18_1662,82911,85719
10119,100,6916.12,1,5908,S18_1662,82844,85667
10131,100,2781.66,1,5909,S18_1662,82913,85721
10143,100,5248,1,5903,S18_1662,82875,OTHERS
10155,100,6531.44,1,5904,S18_1662,82841,85664
10167,100,5763.72,4,5904,S18_1662,82862,85682
10178,100,6490.68,1,5905,S18_1662,82876,85692
10186,100,6004.8,1,5905,S18_1662,82877,85693
10198,100,7483.98,1,5905,S18_1662,82891,85704
10210,100,5719.5,1,5907,S18_1662,82869,85688
10222,100,6954.08,1,5900,S18_1662,82880,85695
10250,100,8160.3,1,5901,S18_1662,82886,OTHERS
10262,100,6567.96,4,5909,S18_1662,82848,85671
10274,100,6724,1,5902,S18_1662,82866,85685
10284,100,5747.85,1,5903,S18_1662,82910,85718
10296,100,5676.84,1,5910,S18_1662,82914,85722
10307,100,7379.97,1,5904,S18_1662,82854,85676
10316,100,3704.13,1,5905,S18_1662,82884,85699
10327,100,2804.75,6,5905,S18_1662,82873,85690
10338,100,5624.79,1,5905,S18_1662,82915,85723
10351,99.52,3881.28,1,5906,S18_1662,82874,85691
10373,57.55,1611.4,1,5907,S18_1662,82885,85700
10386,54.57,1364.25,6,5911,S18_1662,82848,85671
10398,100,4215.09,1,5911,S18_1662,82826,85651
10400,100,6433.82,1,5908,S18_1662,82886,OTHERS
10416,100,4352.16,1,5901,S18_1662,82895,85708
10100,100,5151,1,5907,S18_1749,82865,85684
10110,100,6069,1,5911,S18_1749,82902,85712
10124,100,2856,1,5901,S18_1749,82909,85717
10149,100,5375.4,1,5910,S18_1749,82907,OTHERS
10162,100,5176.5,1,5904,S18_1749,82829,85654
10173,100,3508.8,1,5905,S18_1749,82911,85719
10182,100,7554.8,1,5905,S18_1749,82864,OTHERS
10193,100,3141.6,1,5905,S18_1749,82912,85720
10204,100,5890.5,1,5906,S18_1749,82899,OTHERS
10214,100,5967,1,5907,S18_1749,82850,85673
10227,100,3712.8,1,5911,S18_1749,82855,85677
10241,100,7597.3,1,5908,S18_1749,82908,85716
10280,100,3668.6,1,5903,S18_1749,82861,85681
10288,100,5875.2,1,5910,S18_1749,82890,85703
10302,100,7310,1,5904,S18_1749,82847,85670
10312,100,8078.4,1,5904,S18_1749,82864,OTHERS
10331,74.04,3257.76,1,5905,S18_1749,82870,OTHERS
10344,100,7650,1,5905,S18_1749,82892,85705
10367,100,4703.81,6,5907,S18_1749,82828,85653
10379,100,5399.55,1,5900,S18_1749,82848,85671
10407,100,14082.8,5,5908,S18_1749,82886,OTHERS
10420,100,5283.6,3,5901,S18_1749,82845,85668
10108,82.39,3130.82,1,5911,S18_1889,82891,85704
10122,72.38,3112.34,1,5901,S18_1889,82892,85705
10135,79.31,3806.88,1,5902,S18_1889,82864,OTHERS
10147,82.39,2142.14,1,5910,S18_1889,82866,85685
10160,88.55,3364.9,1,5904,S18_1889,82879,OTHERS
10170,63.14,1262.8,1,5905,S18_1889,82888,85702
10181,73.92,1626.24,1,5905,S18_1889,82832,85657
10192,90.86,4088.7,1,5905,S18_1889,82865,85684
10203,85.47,3846.15,1,5906,S18_1889,82848,85671
10212,66.99,1339.8,1,5907,S18_1889,82848,85671
10225,64.68,3039.96,1,5900,S18_1889,82894,85707
10239,73.92,3400.32,1,5908,S18_1889,82885,85700
10253,83.93,1930.39,4,5909,S18_1889,82847,85670
10266,74.69,2464.77,1,5902,S18_1889,82895,85708
10278,90.86,2634.94,1,5903,S18_1889,82909,85717
10287,82.39,3625.16,1,5903,S18_1889,82894,85707
10300,92.4,3788.4,1,5904,S18_1889,82897,85709
10310,91.63,1832.6,1,5904,S18_1889,82893,85706
10321,78.54,2905.98,1,5905,S18_1889,82846,85669
10329,100,2954.81,1,5905,S18_1889,82825,85650
10342,65.45,3599.75,1,5905,S18_1889,82835,85659
10363,100,3686.54,1,5907,S18_1889,82898,85710
10377,67.76,2100.56,1,5900,S18_1889,82841,85664
10389,79.22,3881.78,1,5911,S18_1889,82862,85682
10405,73.92,4509.12,1,5908,S18_1889,82908,85716
10419,83.93,3273.27,1,5901,S18_1889,82844,85667
10109,100,4432.7,1,5911,S18_1984,82870,OTHERS
10122,100,4100.99,1,5901,S18_1984,82892,85705
10136,100,5274.72,1,5902,S18_1984,82876,85692
10148,100,4232,1,5910,S18_1984,82867,85686
10161,100,6145.44,1,5904,S18_1984,82903,85713
10171,100,4680.2,1,5905,S18_1984,82868,85687
10181,100,3286.08,1,5905,S18_1984,82832,85657
10192,100,7421.3,1,5905,S18_1984,82865,85684
10204,100,6432.64,1,5906,S18_1984,82899,OTHERS
10212,100,4840.87,1,5907,S18_1984,82848,85671
10226,100,3892.08,1,5900,S18_1984,82880,85695
10240,100,5526.32,1,5908,S18_1984,82869,85688
10253,100,4459.62,4,5909,S18_1984,82847,85670
10266,100,6203.4,1,5902,S18_1984,82895,85708
10278,100,3754.05,1,5903,S18_1984,82909,85717
10287,100,3516.48,1,5903,S18_1984,82894,85707
10301,100,7488.04,1,5904,S18_1984,82910,85718
10310,100,3448.08,1,5904,S18_1984,82893,85706
10321,100,3734,1,5905,S18_1984,82846,85669
10331,32.47,974.1,1,5905,S18_1984,82870,OTHERS
10342,100,3160.74,1,5905,S18_1984,82835,85659
10356,64.69,1746.63,1,5906,S18_1984,82827,85652
10366,100,4207.84,1,5907,S18_1984,82915,85723
10377,100,4352.76,1,5900,S18_1984,82841,85664
10390,43.05,1463.7,1,5911,S18_1984,82864,OTHERS
10406,100,7169.28,2,5908,S18_1984,82873,85690
10419,100,4594.76,1,5901,S18_1984,82844,85667
10104,100,3457.92,1,5907,S18_2238,82848,85671
10115,100,7381.16,1,5908,S18_2238,82852,OTHERS
10127,100,7146.9,1,5909,S18_2238,82899,OTHERS
10141,100,5938.53,1,5903,S18_2238,82898,85710
10151,100,7110.91,1,5910,S18_2238,82885,85700
10165,100,5032.95,1,5904,S18_2238,82851,85674
10176,100,3667.6,1,5905,S18_2238,82895,85708
10184,100,7381.16,1,5905,S18_2238,82906,85715
10195,100,5128.11,1,5905,S18_2238,82872,85689
10207,100,7060.24,1,5906,S18_2238,82889,OTHERS
10219,100,8448.64,1,5900,S18_2238,82907,OTHERS
10230,100,7300.51,1,5911,S18_2238,82897,85709
10246,100,6549.2,1,5901,S18_2238,82848,85671
10259,100,5697.9,1,5909,S18_2238,82890,85703
10271,100,9169,1,5902,S18_2238,82864,OTHERS
10282,100,3238.63,1,5903,S18_2238,82864,OTHERS
10292,100,4554.94,1,5910,S18_2238,82825,85650
10305,100,3934.44,1,5904,S18_2238,82840,85663
10314,100,5776.26,1,5904,S18_2238,82903,85713
10324,100,7207.45,1,5905,S18_2238,82836,OTHERS
10336,100,7460.74,1,5905,S18_2238,82887,85701
10349,100,6719.54,1,5906,S18_2238,82899,OTHERS
10358,100,2428,1,5906,S18_2238,82848,85671
10371,100,2602.25,1,5907,S18_2238,82864,OTHERS
10382,88,2200,1,5900,S18_2238,82864,OTHERS
10412,100,6712.93,1,5901,S18_2238,82848,85671
10425,100,5318.04,3,5901,S18_2238,82839,85662
10100,67.8,3390,1,5907,S18_2248,82865,85684
10110,50.25,1608,1,5911,S18_2248,82902,85712
10124,53.88,2262.96,1,5901,S18_2248,82909,85717
10149,62.36,1496.64,1,5910,S18_2248,82907,OTHERS
10162,69.62,1879.74,1,5904,S18_2248,82829,85654
10173,57.51,1495.26,1,5905,S18_2248,82911,85719
10182,61.15,2323.7,1,5905,S18_2248,82864,OTHERS
10193,59.33,2491.86,1,5905,S18_2248,82912,85720
10204,71.44,1643.12,1,5906,S18_2248,82899,OTHERS
10214,62.96,1322.16,1,5907,S18_2248,82850,85673
10227,50.85,1423.8,1,5911,S18_2248,82855,85677
10241,72.65,2397.45,1,5908,S18_2248,82908,85716
10280,62.96,1574,1,5903,S18_2248,82861,85681
10288,61.75,1729,1,5910,S18_2248,82890,85703
10303,49.04,2255.84,1,5904,S18_2248,82906,85715
10312,61.15,1834.5,1,5904,S18_2248,82864,OTHERS
10332,84.25,3201.5,1,5905,S18_2248,82902,85712
10344,56.91,2276.4,1,5905,S18_2248,82892,85705
10367,100,8884.8,6,5907,S18_2248,82828,85653
10379,49.3,1331.1,1,5900,S18_2248,82848,85671
10407,72.65,3051.3,5,5908,S18_2248,82886,OTHERS
10420,63.57,2288.52,3,5901,S18_2248,82845,85668
10104,100,3772.61,1,5907,S18_2319,82848,85671
10114,100,4164.42,1,5908,S18_2319,82887,85701
10127,100,6295.95,1,5909,S18_2319,82899,OTHERS
10141,100,6287.66,1,5903,S18_2319,82898,85710
10151,100,5412.54,1,5910,S18_2319,82885,85700
10165,100,5984.14,1,5904,S18_2319,82851,85674
10175,100,5891.04,1,5905,S18_2319,82874,85691
10184,100,5984.14,1,5905,S18_2319,82906,85715
10195,100,3608.15,1,5905,S18_2319,82872,85689
10207,100,5752.54,1,5906,S18_2319,82889,OTHERS
10229,100,3765.32,1,5911,S18_2319,82864,OTHERS
10246,98.18,2159.96,1,5901,S18_2319,82848,85671
10259,99.41,3379.94,1,5909,S18_2319,82890,85703
10271,100,5093.5,1,5902,S18_2319,82864,OTHERS
10281,100,5773.44,1,5903,S18_2319,82843,85666
10292,100,4528.86,1,5910,S18_2319,82825,85650
10305,100,4816.08,1,5904,S18_2319,82840,85663
10313,100,3416.78,1,5904,S18_2319,82856,85678
10324,37.48,1236.84,1,5905,S18_2319,82836,OTHERS
10334,100,5814.86,5,5905,S18_2319,82849,OTHERS
10349,100,5223.48,1,5906,S18_2319,82899,OTHERS
10358,36.42,728.4,1,5906,S18_2319,82848,85671
10370,100,3949,1,5907,S18_2319,82867,85686
10383,100,3843.99,1,5900,S18_2319,82848,85671
10412,98.18,5498.08,1,5901,S18_2319,82848,85671
10425,99.41,3777.58,3,5901,S18_2319,82839,85662
10101,100,3782,1,5907,S18_2325,82897,85709
10110,100,3859.68,1,5911,S18_2325,82902,85712
10124,100,4431.84,1,5901,S18_2325,82909,85717
10149,100,4950.33,1,5910,S18_2325,82907,OTHERS
10162,100,4299.7,1,5904,S18_2325,82829,85654
10173,100,4492.83,1,5905,S18_2325,82911,85719
10182,100,2212,1,5905,S18_2325,82864,OTHERS
10193,100,4642.88,1,5905,S18_2325,82912,85720
10204,100,3206.32,1,5906,S18_2325,82899,OTHERS
10214,100,3604.23,1,5907,S18_2325,82850,85673
10227,100,7017.76,1,5911,S18_2325,82855,85677
10243,100,6154.18,1,5908,S18_2325,82889,OTHERS
10280,100,4750.8,1,5903,S18_2325,82861,85681
10288,100,3822.92,1,5910,S18_2325,82890,85703
10304,100,2440.8,1,5904,S18_2325,82863,85683
10312,100,4729.36,1,5904,S18_2325,82864,OTHERS
10322,100,12536.5,1,5905,S18_2325,82865,85684
10332,64.69,2264.15,1,5905,S18_2325,82902,85712
10344,100,3928.2,1,5905,S18_2325,82892,85705
10356,100,3630.22,1,5906,S18_2325,82827,85652
10367,100,4196.07,6,5907,S18_2325,82828,85653
10380,100,4931.6,1,5900,S18_2325,82848,85671
10390,98.99,3068.69,1,5911,S18_2325,82864,OTHERS
10409,100,785.64,1,5908,S18_2325,82890,85703
10420,100,4977,3,5901,S18_2325,82845,85668
10103,54.09,1189.98,1,5907,S18_2432,82842,85665
10114,68.67,3090.15,1,5908,S18_2432,82887,85701
10126,65.02,2795.86,1,5901,S18_2432,82850,85673
10140,61.99,2851.54,1,5902,S18_2432,82830,85655
10151,69.28,2701.92,1,5910,S18_2432,82885,85700
10165,71.1,2204.1,1,5904,S18_2432,82851,85674
10175,69.28,2840.48,1,5905,S18_2432,82874,85691
10184,60.16,2647.04,1,5905,S18_2432,82906,85715
10194,70.49,3172.05,1,5905,S18_2432,82855,85677
10207,69.89,2585.93,1,5906,S18_2432,82889,OTHERS
10217,61.38,2148.3,1,5900,S18_2432,82890,85703
10229,59.55,1667.4,1,5911,S18_2432,82864,OTHERS
10246,61.99,1859.7,1,5901,S18_2432,82848,85671
10259,49.22,1476.6,1,5909,S18_2432,82890,85703
10271,69.28,1732,1,5902,S18_2432,82864,OTHERS
10281,57.73,1674.17,1,5903,S18_2432,82843,85666
10291,57.73,1500.98,1,5910,S18_2432,82862,85682
10305,53.48,2192.68,1,5904,S18_2432,82840,85663
10313,52.87,1797.58,1,5904,S18_2432,82856,85678
10322,61.21,2142.35,1,5905,S18_2432,82865,85684
10334,61.38,2086.92,5,5905,S18_2432,82849,OTHERS
10347,100,6834.5,1,5905,S18_2432,82835,85659
10357,61.99,2541.59,1,5906,S18_2432,82864,OTHERS
10370,96.86,2130.92,1,5907,S18_2432,82867,85686
10381,48.62,1701.7,1,5900,S18_2432,82829,85654
10391,38.5,1694,1,5911,S18_2432,82867,85686
10412,61.99,2913.53,1,5901,S18_2432,82848,85671
10425,49.22,935.18,3,5901,S18_2432,82839,85662
10106,90.39,3073.26,1,5900,S18_2581,82911,85719
10120,71.81,2082.49,1,5908,S18_2581,82835,85659
10133,69.27,3394.23,1,5909,S18_2581,82848,85671
10145,85.32,2559.6,1,5903,S18_2581,82828,85653
10168,70.96,1490.16,1,5904,S18_2581,82830,85655
10210,76.88,3844,1,5907,S18_2581,82869,85688
10223,100,4724.91,1,5900,S18_2581,82835,85659
10235,76.03,1824.72,1,5908,S18_2581,82882,85697
10250,98.84,2668.68,1,5901,S18_2581,82886,OTHERS
10263,86.17,2843.61,1,5909,S18_2581,82838,85661
10275,90.39,3163.65,1,5902,S18_2581,82839,85662
10284,71.81,2226.11,1,5903,S18_2581,82910,85718
10297,82.79,2069.75,1,5910,S18_2581,82900,85711
10308,82.79,2235.33,1,5904,S18_2581,82872,85689
10318,100,3116.43,1,5905,S18_2581,82843,85666
10327,100,4781.7,6,5905,S18_2581,82873,85690
10339,100,2810.7,1,5905,S18_2581,82860,85680
10353,100,3515.67,1,5906,S18_2581,82913,85721
10374,69.27,2909.34,1,5900,S18_2581,82853,85675
10386,74.77,1570.17,6,5911,S18_2581,82848,85671
10398,76.88,2613.92,1,5911,S18_2581,82826,85651
10401,76.03,3193.26,5,5908,S18_2581,82837,85660
10416,98.84,1482.6,1,5901,S18_2581,82895,85708
10107,70.87,2055.23,1,5900,S18_2625,82825,85650
10120,58.15,2674.9,1,5908,S18_2625,82835,85659
10134,61.78,1853.4,1,5902,S18_2625,82827,85652
10145,49.67,1490.1,1,5903,S18_2625,82828,85653
10159,51.48,2162.16,1,5904,S18_2625,82829,85654
10168,61.18,2814.28,1,5904,S18_2625,82830,85655
10180,64.2,1605,1,5905,S18_2625,82831,85656
10188,65.42,2093.44,1,5905,S18_2625,82832,85657
10201,64.81,1944.3,1,5906,S18_2625,82833,OTHERS
10210,49.67,1986.8,1,5907,S18_2625,82869,85688
10223,60.57,1695.96,1,5900,S18_2625,82835,85659
10236,55.72,1281.56,1,5908,S18_2625,82870,OTHERS
10251,61.18,1774.22,1,5901,S18_2625,82837,85660
10263,58.75,1997.5,1,5909,S18_2625,82838,85661
10275,63.6,2353.2,1,5902,S18_2625,82839,85662
10285,49.06,981.2,1,5903,S18_2625,82840,85663
10298,48.46,1550.72,1,5910,S18_2625,82871,OTHERS
10308,52.09,1771.06,1,5904,S18_2625,82872,85689
10318,52.7,2213.4,1,5905,S18_2625,82843,85666
10329,100,5266.04,1,5905,S18_2625,82825,85650
10339,62.16,1864.8,1,5905,S18_2625,82860,85680
10362,49.67,1142.41,1,5907,S18_2625,82830,85655
10374,53.3,1172.6,1,5900,S18_2625,82853,85675
10389,100,6981,1,5911,S18_2625,82862,85682
10402,55.72,3064.6,1,5908,S18_2625,82834,85658
10417,61.18,2202.48,2,5901,S18_2625,82848,85671
10101,100,3773.38,1,5907,S18_2795,82897,85709
10110,100,5074.39,1,5911,S18_2795,82902,85712
10125,100,6483.46,1,5901,S18_2795,82835,85659
10139,100,7956.46,1,5902,S18_2795,82845,85668
10149,100,4230.62,1,5910,S18_2795,82907,OTHERS
10162,100,7209.12,1,5904,S18_2795,82829,85654
10173,100,3452.68,1,5905,S18_2795,82911,85719
10182,100,3047.73,1,5905,S18_2795,82864,OTHERS
10193,100,3675.32,1,5905,S18_2795,82912,85720
10205,100,7492.4,1,5906,S18_2795,82848,85671
10214,100,9534.5,1,5907,S18_2795,82850,85673
10227,100,5579.02,1,5911,S18_2795,82855,85677
10244,100,5950.34,1,5908,S18_2795,82848,85671
10255,100,3726,1,5909,S18_2795,82908,85716
10280,100,4455,1,5903,S18_2795,82861,85681
10289,100,8272.34,1,5910,S18_2795,82832,85657
10304,100,3577.6,1,5904,S18_2795,82863,85683
10312,100,3881.25,1,5904,S18_2795,82864,OTHERS
10322,100,5797.44,1,5905,S18_2795,82865,85684
10332,52.67,1264.08,1,5905,S18_2795,82902,85712
10347,100,4815.3,1,5905,S18_2795,82835,85659
10356,100,4462.2,1,5906,S18_2795,82827,85652
10367,94.79,3033.28,6,5907,S18_2795,82828,85653
10380,47.18,990.78,1,5900,S18_2795,82848,85671
10390,78.11,2030.86,1,5911,S18_2795,82864,OTHERS
10421,100,5433.75,3,5901,S18_2795,82864,OTHERS
10109,100,3157.44,1,5911,S18_2870,82870,OTHERS
10123,100,5161.2,1,5901,S18_2870,82871,OTHERS
10137,100,4346.76,1,5902,S18_2870,82826,85651
10148,100,3528.36,1,5910,S18_2870,82867,85686
10161,100,3187.8,1,5904,S18_2870,82903,85713
10172,100,6023.16,1,5905,S18_2870,82838,85661
10181,100,3884.76,1,5905,S18_2870,82832,85657
10192,100,4965.84,1,5905,S18_2870,82865,85684
10204,100,4169.88,1,5906,S18_2870,82899,OTHERS
10212,100,4910.4,1,5907,S18_2870,82848,85671
10226,100,3231.36,1,5900,S18_2870,82880,85695
10241,100,6853.44,1,5908,S18_2870,82908,85716
10253,100,5177.04,4,5909,S18_2870,82847,85670
10266,100,2824.8,1,5902,S18_2870,82895,85708
10278,100,4324.32,1,5903,S18_2870,82909,85717
10287,100,5052.96,1,5903,S18_2870,82894,85707
10301,100,3223.44,1,5904,S18_2870,82910,85718
10311,100,5278.68,1,5904,S18_2870,82848,85671
10321,100,2851.2,1,5905,S18_2870,82846,85669
10331,64.9,1687.4,1,5905,S18_2870,82870,OTHERS
10343,52.32,1308,1,5905,S18_2870,82826,85651
10366,100,6144.6,1,5907,S18_2870,82915,85723
10379,100,5127.2,1,5900,S18_2870,82848,85671
10407,100,6386.16,5,5908,S18_2870,82886,OTHERS
10419,100,7695.6,1,5901,S18_2870,82844,85667
10103,83.07,2242.89,1,5907,S18_2949,82842,85665
10112,100,2539.89,1,5911,S18_2949,82849,OTHERS
10126,90.17,2795.27,1,5901,S18_2949,82850,85673
10139,100,5545.76,1,5902,S18_2949,82845,85668
10150,91.18,4285.46,1,5910,S18_2949,82851,85674
10163,100,3329.09,1,5904,S18_2949,82852,OTHERS
10174,100,5592.22,1,5905,S18_2949,82853,85675
10183,89.15,3298.55,1,5905,S18_2949,82854,85676
10193,93.21,2609.88,1,5905,S18_2949,82912,85720
10206,90.17,3336.29,1,5906,S18_2949,82856,85678
10215,100,5510.05,1,5907,S18_2949,82857,OTHERS
10228,100,2504.4,1,5911,S18_2949,82858,OTHERS
10244,100,3525.6,1,5908,S18_2949,82848,85671
10257,88.14,4407,1,5909,S18_2949,82886,OTHERS
10270,96.24,2983.44,1,5902,S18_2949,82845,85668
10280,100,5126.24,1,5903,S18_2949,82861,85681
10291,100,5713.79,1,5910,S18_2949,82862,85682
10304,100,4613.8,1,5904,S18_2949,82863,85683
10312,100,3711.1,1,5904,S18_2949,82864,OTHERS
10322,100,3524.73,1,5905,S18_2949,82865,85684
10333,90.17,2795.27,1,5905,S18_2949,82833,OTHERS
10347,100,4814.4,1,5905,S18_2949,82835,85659
10357,87.13,3572.33,1,5906,S18_2949,82864,OTHERS
10369,100,4581.36,1,5907,S18_2949,82866,85685
10381,100,4319.76,1,5900,S18_2949,82829,85654
10391,45.25,1448,1,5911,S18_2949,82867,85686
10423,88.14,881.4,3,5901,S18_2949,82881,85696
10103,57.46,2011.1,1,5907,S18_2957,82842,85665
10111,64.33,1801.24,1,5911,S18_2957,82833,OTHERS
10126,73.7,3390.2,1,5901,S18_2957,82850,85673
10139,71.2,1424,1,5902,S18_2957,82845,85668
10150,49.97,1499.1,1,5910,S18_2957,82851,85674
10163,69.96,3358.08,1,5904,S18_2957,82852,OTHERS
10173,53.72,1504.16,1,5905,S18_2957,82911,85719
10183,68.08,2655.12,1,5905,S18_2957,82854,85676
10193,51.84,1244.16,1,5905,S18_2957,82912,85720
10206,67.46,1888.88,1,5906,S18_2957,82856,85678
10215,58.71,1820.01,1,5907,S18_2957,82857,OTHERS
10228,63.71,2866.95,1,5911,S18_2957,82858,OTHERS
10244,58.09,1394.16,1,5908,S18_2957,82848,85671
10257,53.72,2632.28,1,5909,S18_2957,82886,OTHERS
10269,63.08,2018.56,1,5902,S18_2957,82844,85667
10280,68.71,2954.53,1,5903,S18_2957,82861,85681
10291,50.59,1871.83,1,5910,S18_2957,82862,85682
10304,64.96,1559.04,1,5904,S18_2957,82863,85683
10312,53.72,1880.2,1,5904,S18_2957,82864,OTHERS
10322,29.87,1224.67,1,5905,S18_2957,82865,85684
10332,100,2979.08,1,5905,S18_2957,82902,85712
10347,64.96,2208.64,1,5905,S18_2957,82835,85659
10357,70.58,3458.42,1,5906,S18_2957,82864,OTHERS
10369,44.21,1237.88,1,5907,S18_2957,82866,85685
10381,68.08,2723.2,1,5900,S18_2957,82829,85654
10392,59.96,2218.52,1,5911,S18_2957,82888,85702
10423,53.72,1665.32,3,5901,S18_2957,82881,85696
10106,83.44,3421.04,1,5900,S18_3029,82911,85719
10119,89.46,1878.66,1,5908,S18_3029,82844,85667
10130,96.34,3853.6,1,5909,S18_3029,82916,OTHERS
10143,74.84,3442.64,1,5903,S18_3029,82875,OTHERS
10155,79.14,3482.16,1,5904,S18_3029,82841,85664
10167,73.12,3363.52,4,5904,S18_3029,82862,85682
10178,81.72,3350.52,1,5905,S18_3029,82876,85692
10186,89.46,2862.72,1,5905,S18_3029,82877,85693
10197,87.74,4036.04,1,5905,S18_3029,82878,OTHERS
10209,100,2817.92,1,5907,S18_3029,82879,OTHERS
10222,94.62,4636.38,1,5900,S18_3029,82880,85695
10248,73.98,1553.58,4,5901,S18_3029,82825,85650
10262,84.3,2697.6,4,5909,S18_3029,82848,85671
10273,98.06,3334.04,1,5902,S18_3029,82881,85696
10283,98.06,2059.26,1,5903,S18_3029,82882,85697
10296,96.34,2023.14,1,5910,S18_3029,82914,85722
10307,83.44,2586.64,1,5904,S18_3029,82854,85676
10316,94.62,1987.02,1,5905,S18_3029,82884,85699
10327,45.86,1146.5,6,5905,S18_3029,82873,85690
10338,82.58,2312.24,1,5905,S18_3029,82915,85723
10350,64.97,2793.71,1,5906,S18_3029,82848,85671
10373,86.74,1908.28,1,5907,S18_3029,82885,85700
10386,93.01,3441.37,6,5911,S18_3029,82848,85671
10398,72.26,2023.28,1,5911,S18_3029,82826,85651
10400,74.84,2245.2,1,5908,S18_3029,82886,OTHERS
10414,73.98,3255.12,5,5901,S18_3029,82883,85698
10103,100,2539.5,1,5907,S18_3136,82842,85665
10111,100,4818.15,1,5911,S18_3136,82833,OTHERS
10126,97.39,2921.7,1,5901,S18_3136,82850,85673
10139,90.06,1801.2,1,5902,S18_3136,82845,85668
10150,100,2804.36,1,5910,S18_3136,82851,85674
10163,100,4900.8,1,5904,S18_3136,82852,OTHERS
10173,89.01,2759.31,1,5905,S18_3136,82911,85719
10183,100,2488.2,1,5905,S18_3136,82854,85676
10193,100,2769.89,1,5905,S18_3136,82912,85720
10206,100,3581.4,1,5906,S18_3136,82856,85678
10215,100,5285.14,1,5907,S18_3136,82857,OTHERS
10228,100,3181.53,1,5911,S18_3136,82858,OTHERS
10244,100,3340.51,1,5908,S18_3136,82848,85671
10257,84.82,3138.34,1,5909,S18_3136,82886,OTHERS
10270,100,4775.08,1,5902,S18_3136,82845,85668
10280,100,3006.43,1,5903,S18_3136,82861,85681
10291,100,2866.26,1,5910,S18_3136,82862,85682
10304,85.87,2232.62,1,5904,S18_3136,82863,85683
10312,100,4457.02,1,5904,S18_3136,82864,OTHERS
10322,47.04,2257.92,1,5905,S18_3136,82865,85684
10332,39.8,1592,1,5905,S18_3136,82902,85712
10347,100,4948.2,1,5905,S18_3136,82835,85659
10357,100,5160.76,1,5906,S18_3136,82864,OTHERS
10369,94.22,1978.62,1,5907,S18_3136,82866,85685
10381,100,4288.2,1,5900,S18_3136,82829,85654
10392,86.92,2520.68,1,5911,S18_3136,82888,85702
10423,84.82,1781.22,3,5901,S18_3136,82881,85696
